lcblyp035,-3442.58380099
0,-6885.16495731
10,-6885.17980712
20,-6885.18416336
30,-6885.1841804
40,-6885.1849706
50,-6885.18043848
60,-6885.17886855
70,-6885.1740758
80,-6885.17020916
100,-6885.17124999
120,-6885.17037588
140,-6885.16834297
160,-6885.16772124
