scan,-0.036889871,0.031558958,-3446.2818570026
0,-0.104733142,0.063332709,-6892.6012335061
20,-0.102274203,0.063254308,-6892.61652646611
40,-0.097109093,0.063223704,-6892.61051861451
60,-0.092074921,0.063182382,-6892.59775182463
80,-0.087069636,0.063142942,-6892.58199529425
100,-0.081762613,0.063125625,-6892.57640035645
120,-0.077491152,0.063120861,-6892.57046181981
140,-0.075164776,0.063118073,-6892.56583102585
160,-0.07428464,0.063117917,-6892.56427376706
