lcblyp035,-3442.58380099
0,-6885.1649574
10,-6885.18002791
20,-6885.18558339
25,-6885.18461565
30,-6885.18548462
40,-6885.18723805
50,-6885.18399918
60,-6885.18111403
70,-6885.18006994
80,-6885.17551722
100,-6885.17190184
120,-6885.16977541
140,-6885.16936726
160,-6885.16852015
180,-6885.16772009
